"min116-contents-ID","発言ID","発言者","発言原文","内容","言及あり","他の委員の発言参照","参照されたページ・行","理由"
195,"min116-u105","高村ゆかり","ありがとうございました。 それでは、堅達委員お願いいたします。","「ありがとうございました。 それでは、堅達委員お願いいたします。」","No","No",,"発言内容は議事進行に関するものであり、環境基本計画の文書変更についての言及は一切含まれていないため。"
196,"min116-u106","#堅達委員","私も、細かいところはこれから決めていくんだと思うんですけれども、大きなことで言うと、やっぱりスピードとスケールが求められているときに、この点検の結果を６年先まででまったりやるというよりは、ちゃんと適切に国民に分かりやすく発信して、その都度ブラッシュアップしていくということが、今、とても大事になっていると。点検の項目とかは、我々委員のお仕事になってくるんですけど、これ、じゃあ点検を身内だけでしていていいのかと。それぞれの業界を代表していたりすることはあるんですけど、この中に、肝心な次世代の若者がやっぱり委員に入っていないというこの厳しい現実がある中で、せめて点検に関しては、次世代の声を聞くんだと、厳しくチェックしてもらうんだというぐらいの、そういう新しさがなければ、変え方を変えるとか格好いいこと言っているけれども、正直言ってウォッシュになってしまうんではないかと。 あと、何人もの方がおっしゃられているとおり、指標が細か過ぎて分からなかったりして、それこそ国民に伝わらないという観点で言いますと、カーボンニュートラルだったら、もう、1.5度目標にちゃんと整合しているのかどうかという、大きなざくっとした物差しだったり、ネイチャーポジティブであれば、はい、回復軌道に乗っているんですか本当にという、ざくっとした物差しだったり、ウェルビーイングであれば、幸福度の何か指標が上向いているんですかとか、ぱっとやっぱり伝わる、そういう指標もしっかりこれから見つめていく必要があるんではないかなと思いました。 以上です。","この点検の結果を６年先まででまったりやるというよりは、ちゃんと適切に国民に分かりやすく発信して、その都度ブラッシュアップしていくということが、今、とても大事になっていると。","Yes","No",,"点検の結果の扱い（6年ごとの見直しから、都度ブラッシュアップする方向への変更）について、計画案の進め方や内容の変更を提案・言及しているため。"
197,"min116-u106","#堅達委員","私も、細かいところはこれから決めていくんだと思うんですけれども、大きなことで言うと、やっぱりスピードとスケールが求められているときに、この点検の結果を６年先まででまったりやるというよりは、ちゃんと適切に国民に分かりやすく発信して、その都度ブラッシュアップしていくということが、今、とても大事になっていると。点検の項目とかは、我々委員のお仕事になってくるんですけど、これ、じゃあ点検を身内だけでしていていいのかと。それぞれの業界を代表していたりすることはあるんですけど、この中に、肝心な次世代の若者がやっぱり委員に入っていないというこの厳しい現実がある中で、せめて点検に関しては、次世代の声を聞くんだと、厳しくチェックしてもらうんだというぐらいの、そういう新しさがなければ、変え方を変えるとか格好いいこと言っているけれども、正直言ってウォッシュになってしまうんではないかと。 あと、何人もの方がおっしゃられているとおり、指標が細か過ぎて分からなかったりして、それこそ国民に伝わらないという観点で言いますと、カーボンニュートラルだったら、もう、1.5度目標にちゃんと整合しているのかどうかという、大きなざくっとした物差しだったり、ネイチャーポジティブであれば、はい、回復軌道に乗っているんですか本当にという、ざくっとした物差しだったり、ウェルビーイングであれば、幸福度の何か指標が上向いているんですかとか、ぱっとやっぱり伝わる、そういう指標もしっかりこれから見つめていく必要があるんではないかなと思いました。 以上です。","せめて点検に関しては、次世代の声を聞くんだと、厳しくチェックしてもらうんだというぐらいの、そういう新しさがなければ、変え方を変えるとか格好いいこと言っているけれども、正直言ってウォッシュになってしまうんではないかと。","Yes","No",,"点検の方法や体制（次世代の声を反映させること）の導入という、計画案の変更に関する具体的な提案・言及があるため。"
198,"min116-u106","#堅達委員","私も、細かいところはこれから決めていくんだと思うんですけれども、大きなことで言うと、やっぱりスピードとスケールが求められているときに、この点検の結果を６年先まででまったりやるというよりは、ちゃんと適切に国民に分かりやすく発信して、その都度ブラッシュアップしていくということが、今、とても大事になっていると。点検の項目とかは、我々委員のお仕事になってくるんですけど、これ、じゃあ点検を身内だけでしていていいのかと。それぞれの業界を代表していたりすることはあるんですけど、この中に、肝心な次世代の若者がやっぱり委員に入っていないというこの厳しい現実がある中で、せめて点検に関しては、次世代の声を聞くんだと、厳しくチェックしてもらうんだというぐらいの、そういう新しさがなければ、変え方を変えるとか格好いいこと言っているけれども、正直言ってウォッシュになってしまうんではないかと。 あと、何人もの方がおっしゃられているとおり、指標が細か過ぎて分からなかったりして、それこそ国民に伝わらないという観点で言いますと、カーボンニュートラルだったら、もう、1.5度目標にちゃんと整合しているのかどうかという、大きなざくっとした物差しだったり、ネイチャーポジティブであれば、はい、回復軌道に乗っているんですか本当にという、ざくっとした物差しだったり、ウェルビーイングであれば、幸福度の何か指標が上向いているんですかとか、ぱっとやっぱり伝わる、そういう指標もしっかりこれから見つめていく必要があるんではないかなと思いました。 以上です。","あと、何人もの方がおっしゃられているとおり、指標が細か過ぎて分からなかったりして、それこそ国民に伝わらないという観点で言いますと、カーボンニュートラルだったら、もう、1.5度目標にちゃんと整合しているのかどうかという、大きなざくっとした物差しだったり、ネイチャーポジティブであれば、はい、回復軌道に乗っているんですか本当にという、ざくっとした物差しだったり、ウェルビーイングであれば、幸福度の何か指標が上向いているんですかとか、ぱっとやっぱり伝わる、そういう指標もしっかりこれから見つめていく必要があるんではないかなと思いました。","Yes","Yes",,"指標の細分化から、より分かりやすい大きな指標への見直し・変更を求めている発言であり、他の委員の発言（指標が細かすぎるという意見）も参照しているため。"
199,"min116-u107","高村ゆかり","ありがとうございます。 今、あとご発言ご希望が３人いらっしゃると思います。もし、どうしても発言の追加でも発言があれば、手を挙げて教えていただければと思います。 髙橋委員、そして山口委員、そしてオンラインでご出席の三好委員、今この３人で、基本的に止めようと思っていますけれども、もし、どうしてもというご発言のご希望があれば教えてください。 では髙橋委員、お願いいたします。","ありがとうございます。 今、あとご発言ご希望が３人いらっしゃると思います。もし、どうしても発言の追加でも発言があれば、手を挙げて教えていただければと思います。 髙橋委員、そして山口委員、そしてオンラインでご出席の三好委員、今この３人で、基本的に止めようと思っていますけれども、もし、どうしてもというご発言のご希望があれば教えてください。 では髙橋委員、お願いいたします。","No","Yes",,"この発言は議事進行に関するものであり、環境基本計画の文書変更やその内容への言及は含まれていないため。"
200,"min116-u108","#髙橋（清）委員","ありがとうございます。短く３点ほど。まず一つは、後で多分、事務局のほうよりお答えいただけると思いますけど、やはり指標があって目標がないというところだと思いますので、しっかり目標を立て、指標を立てていただきたいのが１点です。 ２点目は、指標の持つ意味をもう少し検討すべきかなと思います。これに関しては、今後、詰めていくということになりますけれども、先ほどどなたかおっしゃった、例えば立地適正化計画。これは計画を策定しただけでは全然駄目で、実際にどこまでどう進んでいるのかというところまで見ないと、この計画の本当の意味はないと思います。基本は、その大きな国の方向と、地方の方向が合っているという、指標にはなりますけど、じゃあ実際にどうなっているんだというところのその指標の内容について、しっかり検討していただきたいのが２点目です。 最後は、当然、指標はマクロ的な指標になるかもしれませんけど、やっぱりマクロとミクロ両方大事で、地域におけるミクロな情報をどうやって集めていくのか、さらには、いろいろな地域における施策が、統合的に、総合的になったときに、どういう、生活も含めて、豊かさも含めて変わってきたのか。やはりこの辺りをしっかり見ないと、ただマクロの指標で上がっている、下がっているということではないのかなと思います。 以上です。","やはり指標があって目標がないというところだと思いますので、しっかり目標を立て、指標を立てていただきたいのが１点です。","Yes","No",,"環境基本計画の案において『指標があるが目標がない』という現状を指摘し、『しっかり目標を立ててほしい』と変更を求めているため、計画案の内容（目標設定）に関する変更の言及と判断した。"
201,"min116-u108","#髙橋（清）委員","ありがとうございます。短く３点ほど。まず一つは、後で多分、事務局のほうよりお答えいただけると思いますけど、やはり指標があって目標がないというところだと思いますので、しっかり目標を立て、指標を立てていただきたいのが１点です。 ２点目は、指標の持つ意味をもう少し検討すべきかなと思います。これに関しては、今後、詰めていくということになりますけれども、先ほどどなたかおっしゃった、例えば立地適正化計画。これは計画を策定しただけでは全然駄目で、実際にどこまでどう進んでいるのかというところまで見ないと、この計画の本当の意味はないと思います。基本は、その大きな国の方向と、地方の方向が合っているという、指標にはなりますけど、じゃあ実際にどうなっているんだというところのその指標の内容について、しっかり検討していただきたいのが２点目です。 最後は、当然、指標はマクロ的な指標になるかもしれませんけど、やっぱりマクロとミクロ両方大事で、地域におけるミクロな情報をどうやって集めていくのか、さらには、いろいろな地域における施策が、統合的に、総合的になったときに、どういう、生活も含めて、豊かさも含めて変わってきたのか。やはりこの辺りをしっかり見ないと、ただマクロの指標で上がっている、下がっているということではないのかなと思います。 以上です。","指標の持つ意味をもう少し検討すべきかなと思います。これに関しては、今後、詰めていくということになりますけれども、先ほどどなたかおっしゃった、例えば立地適正化計画。これは計画を策定しただけでは全然駄目で、実際にどこまでどう進んでいるのかというところまで見ないと、この計画の本当の意味はないと思います。基本は、その大きな国の方向と、地方の方向が合っているという、指標にはなりますけど、じゃあ実際にどうなっているんだというところのその指標の内容について、しっかり検討していただきたいのが２点目です。","Yes","Yes",,"指標の内容や意味について『もう少し検討すべき』と述べ、他の委員の発言（立地適正化計画の例）を参照しつつ、計画案の指標の内容の見直し・検討を求めているため、変更の言及と判断した。"
202,"min116-u108","#髙橋（清）委員","ありがとうございます。短く３点ほど。まず一つは、後で多分、事務局のほうよりお答えいただけると思いますけど、やはり指標があって目標がないというところだと思いますので、しっかり目標を立て、指標を立てていただきたいのが１点です。 ２点目は、指標の持つ意味をもう少し検討すべきかなと思います。これに関しては、今後、詰めていくということになりますけれども、先ほどどなたかおっしゃった、例えば立地適正化計画。これは計画を策定しただけでは全然駄目で、実際にどこまでどう進んでいるのかというところまで見ないと、この計画の本当の意味はないと思います。基本は、その大きな国の方向と、地方の方向が合っているという、指標にはなりますけど、じゃあ実際にどうなっているんだというところのその指標の内容について、しっかり検討していただきたいのが２点目です。 最後は、当然、指標はマクロ的な指標になるかもしれませんけど、やっぱりマクロとミクロ両方大事で、地域におけるミクロな情報をどうやって集めていくのか、さらには、いろいろな地域における施策が、統合的に、総合的になったときに、どういう、生活も含めて、豊かさも含めて変わってきたのか。やはりこの辺りをしっかり見ないと、ただマクロの指標で上がっている、下がっているということではないのかなと思います。 以上です。","当然、指標はマクロ的な指標になるかもしれませんけど、やっぱりマクロとミクロ両方大事で、地域におけるミクロな情報をどうやって集めていくのか、さらには、いろいろな地域における施策が、統合的に、総合的になったときに、どういう、生活も含めて、豊かさも含めて変わってきたのか。やはりこの辺りをしっかり見ないと、ただマクロの指標で上がっている、下がっているということではないのかなと思います。","Yes","No",,"マクロ指標だけでなくミクロ指標や地域情報の収集・評価も必要と述べており、計画案の指標のあり方や評価方法の変更・追加を求めているため、変更の言及と判断した。"
203,"min116-u109","高村ゆかり","ありがとうございます。 それでは、山口委員お願いいたします。","「ありがとうございます。 それでは、山口委員お願いいたします。」","No","No",,"発言内容は議事進行に関するものであり、環境基本計画の文書変更やその箇所についての言及が一切ないため。"
204,"min116-u110","#山口委員","ありがとうございます。私、短く１点だけ。この指標の中で、再生可能エネルギーの導入量というのが２か所出てきているんですけれども、先ほどほかの委員の方からもあったように、今その再エネに関して、良い再エネと悪い再エネで非常に見方が分かれていて、特に太陽光パネルの導入で森林を切り開いて、強引なメガソーラーの建設で住民と対立するという構図が、世論の中の印象として悪い面で持たれています。実際に、そうした事例がいくつもあります。 ですから、導入量だけではなくて、その質の部分をしっかり定量化して点検していくということは物すごく大事なところで、そこを抜きにすると、逆に再生可能エネルギーに対する反対の意見が増えてしまって、進むものも進まなくなってしまうと思うんですね。ですので、悪いものはちゃんと止めてもらう、直してもらうということをやりながら、地域裨益型、地域共生型の再生可能エネルギーを広めるということを、しっかり目標として打ち出していただければと思いました。 以上です。","この指標の中で、再生可能エネルギーの導入量というのが２か所出てきているんですけれども、先ほどほかの委員の方からもあったように、今その再エネに関して、良い再エネと悪い再エネで非常に見方が分かれていて、特に太陽光パネルの導入で森林を切り開いて、強引なメガソーラーの建設で住民と対立するという構図が、世論の中の印象として悪い面で持たれています。実際に、そうした事例がいくつもあります。 ですから、導入量だけではなくて、その質の部分をしっかり定量化して点検していくということは物すごく大事なところで、そこを抜きにすると、逆に再生可能エネルギーに対する反対の意見が増えてしまって、進むものも進まなくなってしまうと思うんですね。ですので、悪いものはちゃんと止めてもらう、直してもらうということをやりながら、地域裨益型、地域共生型の再生可能エネルギーを広めるということを、しっかり目標として打ち出していただければと思いました。","Yes","Yes",,"再生可能エネルギーの導入量という指標が２か所出ていることに言及し、導入量だけでなく質の定量化や点検、地域共生型の目標設定など、計画案の内容や指標の変更・追加を求めているため。"
205,"min116-u111","高村ゆかり","ありがとうございます。 それでは、最後になりますけれども、オンラインでご出席の三好委員、お願いいたします。","「ありがとうございます。 それでは、最後になりますけれども、オンラインでご出席の三好委員、お願いいたします。」","No","No",,"この発言は議事進行に関するものであり、環境基本計画の文書変更やその内容への言及は含まれていないため。"
206,"min116-u112","#三好委員","ありがとうございます。点検指標ですけれども、評価をするときの指標になるのはそうなんですけど、もう一つ役割としては、やはり変えていくべき点のスタンダード（基準）というかガイダンスにもなると思いますので、そういう視点も入れて作り込んでいけたらなというふうに思います。 先ほど、どなたかおっしゃられていましたけれども、点検の指標はあれど、ゴールがないというか、幾つか計画や、生物多様性国家戦略とかですね。ゴールが見えているものもあるんですけれども、このようなゴールがなくして、点検の指標だけがあるということが見受けられますので、ゴールを設置するということをまずしないといけないのかなというふうに感じました。 幾人か中村先生とか武内先生とかがおっしゃられていたんですけれども、全体的なバランスとか関係性を見るという指標が必要かと。それぞれの指標はあるんですけれども、では、指標同士、もしくは、指標と政策の関係性とか、そういうところが、今回、これから見ていかなきゃいけない重要なポイントだと思いますので。","点検指標ですけれども、評価をするときの指標になるのはそうなんですけど、もう一つ役割としては、やはり変えていくべき点のスタンダード（基準）というかガイダンスにもなると思いますので、そういう視点も入れて作り込んでいけたらなというふうに思います。","Yes","No",,"点検指標の役割について新たな視点（ガイダンスとしての役割）を加えるべきという提案であり、計画案の内容に変更を加えることを示唆しているため。"
207,"min116-u112","#三好委員","ありがとうございます。点検指標ですけれども、評価をするときの指標になるのはそうなんですけど、もう一つ役割としては、やはり変えていくべき点のスタンダード（基準）というかガイダンスにもなると思いますので、そういう視点も入れて作り込んでいけたらなというふうに思います。 先ほど、どなたかおっしゃられていましたけれども、点検の指標はあれど、ゴールがないというか、幾つか計画や、生物多様性国家戦略とかですね。ゴールが見えているものもあるんですけれども、このようなゴールがなくして、点検の指標だけがあるということが見受けられますので、ゴールを設置するということをまずしないといけないのかなというふうに感じました。 幾人か中村先生とか武内先生とかがおっしゃられていたんですけれども、全体的なバランスとか関係性を見るという指標が必要かと。それぞれの指標はあるんですけれども、では、指標同士、もしくは、指標と政策の関係性とか、そういうところが、今回、これから見ていかなきゃいけない重要なポイントだと思いますので。","ゴールが見えているものもあるんですけれども、このようなゴールがなくして、点検の指標だけがあるということが見受けられますので、ゴールを設置するということをまずしないといけないのかなというふうに感じました。","Yes","No",,"現状の計画案にゴールが設定されていない部分があることを指摘し、ゴールの設置という変更を提案しているため。"
208,"min116-u112","#三好委員","ありがとうございます。点検指標ですけれども、評価をするときの指標になるのはそうなんですけど、もう一つ役割としては、やはり変えていくべき点のスタンダード（基準）というかガイダンスにもなると思いますので、そういう視点も入れて作り込んでいけたらなというふうに思います。 先ほど、どなたかおっしゃられていましたけれども、点検の指標はあれど、ゴールがないというか、幾つか計画や、生物多様性国家戦略とかですね。ゴールが見えているものもあるんですけれども、このようなゴールがなくして、点検の指標だけがあるということが見受けられますので、ゴールを設置するということをまずしないといけないのかなというふうに感じました。 幾人か中村先生とか武内先生とかがおっしゃられていたんですけれども、全体的なバランスとか関係性を見るという指標が必要かと。それぞれの指標はあるんですけれども、では、指標同士、もしくは、指標と政策の関係性とか、そういうところが、今回、これから見ていかなきゃいけない重要なポイントだと思いますので。","幾人か中村先生とか武内先生とかがおっしゃられていたんですけれども、全体的なバランスとか関係性を見るという指標が必要かと。それぞれの指標はあるんですけれども、では、指標同士、もしくは、指標と政策の関係性とか、そういうところが、今回、これから見ていかなきゃいけない重要なポイントだと思いますので。","Yes","Yes",,"他の委員の発言を参照しつつ、指標同士や指標と政策の関係性を評価する指標の追加・変更の必要性を述べているため。"
209,"min116-u112","#三好委員","先ほど再エネの話もありましたけれども、例えば私の近所の工場で、地下水を利用するのを規制されていると。ですけれども、最近では、水の量を使うというよりは、熱源としての水、地下水の使い方なので、違う使い方をしているわけですね。水は戻すということで、熱だけ取るという場合に、新しく使える技術、それが商品力にも競争力にも環境にもよい技術にもかかわらず、古い規制でそれが使えないという現実があります。そういうことがないように、総合的に見て、環境にいいのかどうか。一方を少し譲っても、結果全体によければいいというような視点、評価の仕方にしていかなければ、前に進めないし、スピードが遅くなるなというふうに感じていますので、システム思考で考えるような、考えられているような指標をそれぞれ、それから指標同士のバランスを見る関係性を見るということもしていかなくてはいけないんではないかなというふうに思います。 あと、その中でもクオリティですね。何人かおっしゃられていましたけども、質を見ていくということも非常に重要かと思いました。 以上です。ありがとうございます。","例えば私の近所の工場で、地下水を利用するのを規制されていると。ですけれども、最近では、水の量を使うというよりは、熱源としての水、地下水の使い方なので、違う使い方をしているわけですね。水は戻すということで、熱だけ取るという場合に、新しく使える技術、それが商品力にも競争力にも環境にもよい技術にもかかわらず、古い規制でそれが使えないという現実があります。そういうことがないように、総合的に見て、環境にいいのかどうか。一方を少し譲っても、結果全体によければいいというような視点、評価の仕方にしていかなければ、前に進めないし、スピードが遅くなるなというふうに感じていますので、システム思考で考えるような、考えられているような指標をそれぞれ、それから指標同士のバランスを見る関係性を見るということもしていかなくてはいけないんではないかなというふうに思います。","Yes","No",,"現行の規制（計画の内容）に対し、技術進展に合わせた評価や指標の見直し、バランスの取り方の変更を求めているため、計画の変更に関する言及と判断した。"
210,"min116-u112","#三好委員","先ほど再エネの話もありましたけれども、例えば私の近所の工場で、地下水を利用するのを規制されていると。ですけれども、最近では、水の量を使うというよりは、熱源としての水、地下水の使い方なので、違う使い方をしているわけですね。水は戻すということで、熱だけ取るという場合に、新しく使える技術、それが商品力にも競争力にも環境にもよい技術にもかかわらず、古い規制でそれが使えないという現実があります。そういうことがないように、総合的に見て、環境にいいのかどうか。一方を少し譲っても、結果全体によければいいというような視点、評価の仕方にしていかなければ、前に進めないし、スピードが遅くなるなというふうに感じていますので、システム思考で考えるような、考えられているような指標をそれぞれ、それから指標同士のバランスを見る関係性を見るということもしていかなくてはいけないんではないかなというふうに思います。 あと、その中でもクオリティですね。何人かおっしゃられていましたけども、質を見ていくということも非常に重要かと思いました。 以上です。ありがとうございます。","あと、その中でもクオリティですね。何人かおっしゃられていましたけども、質を見ていくということも非常に重要かと思いました。","Yes","Yes",,"他の委員の発言を参照しつつ、計画の評価指標や内容に『質』の観点を加える・重視するような変更を求めているため、計画変更の言及と判断した。"
211,"min116-u113","高村ゆかり","ありがとうございます。大変貴重な、特に本日決定いただきました計画の中身に照らして、その進捗をどう測るかという観点で、指標について、連携の仕方についてご意見をいただきました。 私、１点だけ、他の、重複がないことでお願いをしたい点は、点検に当たって本日も、省庁を超えて、それから環境省の中でも、環境省の中の部局を超えた取組というのが非常に重要だというご指摘をいただいていると思います。これは点検の中でも、そういう意味では、環境基本計画は閣議決定をする文章だと思いますので、関わる、やはりほかの省庁も一緒になって連携をする仕組みというのは、ぜひ検討いただきたいというのが一つ。 もう一つは、環境省の中でも、各部局のところで計画戦略等を作っていただいていて、指標等についても、連携についても議論いただいていると思います。先ほど山戸委員から、効率的な、効果的な点検ということがありましたけど、ここの相互のやはり、全体としてこの環境基本計画が目指している環境、経済、社会の統合的向上、ウェルビーイングの向上に向かっているというのを、どういうふうに整合的に点検をしていくかというところ、これは環境省の中の内部の部局を超えた、統合的な政策運営、点検という点でも検討いただきたいというふうに考えております。 すみません。それでは、事務局にご質問が幾つか出ておりましたので、こちら事務局からお答えいただいて、お願いをしたいと思います。よろしくお願いします。","私、１点だけ、他の、重複がないことでお願いをしたい点は、点検に当たって本日も、省庁を超えて、それから環境省の中でも、環境省の中の部局を超えた取組というのが非常に重要だというご指摘をいただいていると思います。これは点検の中でも、そういう意味では、環境基本計画は閣議決定をする文章だと思いますので、関わる、やはりほかの省庁も一緒になって連携をする仕組みというのは、ぜひ検討いただきたいというのが一つ。","No","No",,"環境基本計画の文書の変更やその箇所への具体的な言及はなく、今後の検討や連携の要望にとどまっているため。"
212,"min116-u113","高村ゆかり","ありがとうございます。大変貴重な、特に本日決定いただきました計画の中身に照らして、その進捗をどう測るかという観点で、指標について、連携の仕方についてご意見をいただきました。 私、１点だけ、他の、重複がないことでお願いをしたい点は、点検に当たって本日も、省庁を超えて、それから環境省の中でも、環境省の中の部局を超えた取組というのが非常に重要だというご指摘をいただいていると思います。これは点検の中でも、そういう意味では、環境基本計画は閣議決定をする文章だと思いますので、関わる、やはりほかの省庁も一緒になって連携をする仕組みというのは、ぜひ検討いただきたいというのが一つ。 もう一つは、環境省の中でも、各部局のところで計画戦略等を作っていただいていて、指標等についても、連携についても議論いただいていると思います。先ほど山戸委員から、効率的な、効果的な点検ということがありましたけど、ここの相互のやはり、全体としてこの環境基本計画が目指している環境、経済、社会の統合的向上、ウェルビーイングの向上に向かっているというのを、どういうふうに整合的に点検をしていくかというところ、これは環境省の中の内部の部局を超えた、統合的な政策運営、点検という点でも検討いただきたいというふうに考えております。 すみません。それでは、事務局にご質問が幾つか出ておりましたので、こちら事務局からお答えいただいて、お願いをしたいと思います。よろしくお願いします。","もう一つは、環境省の中でも、各部局のところで計画戦略等を作っていただいていて、指標等についても、連携についても議論いただいていると思います。先ほど山戸委員から、効率的な、効果的な点検ということがありましたけど、ここの相互のやはり、全体としてこの環境基本計画が目指している環境、経済、社会の統合的向上、ウェルビーイングの向上に向かっているというのを、どういうふうに整合的に点検をしていくかというところ、これは環境省の中の内部の部局を超えた、統合的な政策運営、点検という点でも検討いただきたいというふうに考えております。","No","Yes",,"山戸委員の発言を参照しつつも、環境基本計画の文書の具体的な変更やその箇所への言及はなく、点検や運営のあり方についての要望にとどまっているため。"
213,"min116-u114","#東岡室長","多くのご意見、大変ありがとうございました。指標ですとか点検の仕方につきまして、今後、指標の専門家にも個別にヒアリングをし、また、今回ご意見をいただいた先生方にも、個別にご意見を聞いて進めたいと思っております。また、各省庁、各部局ともご相談をして進めていきたいと思っております。 特に、指標につきましては、質の問題ですとか、指標間のつながりの問題ですとか、あと、施策間のつながりですとか、他省庁との連携、そういった観点での指標が必要ではないかというご指摘をいただきましたので、そういった観点も含めて、検討していきたいと思っております。 環境省でも、これまで指標については長年検討してきて、それらでうまくまとまったものが、今は各個別計画の中で使われているというような実態とも思っておりますので、今後１年間かけて、どういった指標が使えるかどうかというものを、先生方、また指標の専門家ともご相談しながら、実用可能なものは使っていきたいと思いますし、また、すぐに結論が出ないものについては、今後の課題として、第五次環境基本計画でもやったように、個別の施策の中でそういった視点で定性的に記述して評価していただくものもあると考えています。 また、今回、評価の仕方についても、地方環境事務所の優良事例をちゃんと具体化していったほうがいいですとか、あと、その他省庁にどういうふうに巻き込んでいくかという観点で、点検の際に他省庁にもしっかりと入っていただいて、そういった観点で点検をするというのは、我々としてもしっかり取り組んでいきたいと思っております。","特に、指標につきましては、質の問題ですとか、指標間のつながりの問題ですとか、あと、施策間のつながりですとか、他省庁との連携、そういった観点での指標が必要ではないかというご指摘をいただきましたので、そういった観点も含めて、検討していきたいと思っております。","Yes","Yes",,"指標に関する観点（質、指標間・施策間のつながり、他省庁との連携）についての指摘を受け、今後の計画案の検討・変更を示唆しているため。"
214,"min116-u114","#東岡室長","多くのご意見、大変ありがとうございました。指標ですとか点検の仕方につきまして、今後、指標の専門家にも個別にヒアリングをし、また、今回ご意見をいただいた先生方にも、個別にご意見を聞いて進めたいと思っております。また、各省庁、各部局ともご相談をして進めていきたいと思っております。 特に、指標につきましては、質の問題ですとか、指標間のつながりの問題ですとか、あと、施策間のつながりですとか、他省庁との連携、そういった観点での指標が必要ではないかというご指摘をいただきましたので、そういった観点も含めて、検討していきたいと思っております。 環境省でも、これまで指標については長年検討してきて、それらでうまくまとまったものが、今は各個別計画の中で使われているというような実態とも思っておりますので、今後１年間かけて、どういった指標が使えるかどうかというものを、先生方、また指標の専門家ともご相談しながら、実用可能なものは使っていきたいと思いますし、また、すぐに結論が出ないものについては、今後の課題として、第五次環境基本計画でもやったように、個別の施策の中でそういった視点で定性的に記述して評価していただくものもあると考えています。 また、今回、評価の仕方についても、地方環境事務所の優良事例をちゃんと具体化していったほうがいいですとか、あと、その他省庁にどういうふうに巻き込んでいくかという観点で、点検の際に他省庁にもしっかりと入っていただいて、そういった観点で点検をするというのは、我々としてもしっかり取り組んでいきたいと思っております。","今後１年間かけて、どういった指標が使えるかどうかというものを、先生方、また指標の専門家ともご相談しながら、実用可能なものは使っていきたいと思いますし、また、すぐに結論が出ないものについては、今後の課題として、第五次環境基本計画でもやったように、個別の施策の中でそういった視点で定性的に記述して評価していただくものもあると考えています。","Yes","Yes",,"指標の選定や記述方法について、今後の計画案での変更や検討の方針を述べているため。"
215,"min116-u114","#東岡室長","多くのご意見、大変ありがとうございました。指標ですとか点検の仕方につきまして、今後、指標の専門家にも個別にヒアリングをし、また、今回ご意見をいただいた先生方にも、個別にご意見を聞いて進めたいと思っております。また、各省庁、各部局ともご相談をして進めていきたいと思っております。 特に、指標につきましては、質の問題ですとか、指標間のつながりの問題ですとか、あと、施策間のつながりですとか、他省庁との連携、そういった観点での指標が必要ではないかというご指摘をいただきましたので、そういった観点も含めて、検討していきたいと思っております。 環境省でも、これまで指標については長年検討してきて、それらでうまくまとまったものが、今は各個別計画の中で使われているというような実態とも思っておりますので、今後１年間かけて、どういった指標が使えるかどうかというものを、先生方、また指標の専門家ともご相談しながら、実用可能なものは使っていきたいと思いますし、また、すぐに結論が出ないものについては、今後の課題として、第五次環境基本計画でもやったように、個別の施策の中でそういった視点で定性的に記述して評価していただくものもあると考えています。 また、今回、評価の仕方についても、地方環境事務所の優良事例をちゃんと具体化していったほうがいいですとか、あと、その他省庁にどういうふうに巻き込んでいくかという観点で、点検の際に他省庁にもしっかりと入っていただいて、そういった観点で点検をするというのは、我々としてもしっかり取り組んでいきたいと思っております。","また、今回、評価の仕方についても、地方環境事務所の優良事例をちゃんと具体化していったほうがいいですとか、あと、その他省庁にどういうふうに巻き込んでいくかという観点で、点検の際に他省庁にもしっかりと入っていただいて、そういった観点で点検をするというのは、我々としてもしっかり取り組んでいきたいと思っております。","Yes","Yes",,"評価方法や点検の進め方について、今後の計画案での具体化や他省庁の巻き込みなどの変更・検討を示唆しているため。"
216,"min116-u114","#東岡室長","個別でいろいろご質問をいただいたところがあるんですが、まだ我々としても具体的になっていないところもございますので、指標の専門家ですとか、そういった方々と情報収集をしてから今回ご指摘いただいた点も含めて、個別にご相談をさせていただいたり、次回の総合政策部会の中で回答させていただいたりしていきたいと考えております。","今回ご指摘いただいた点も含めて、個別にご相談をさせていただいたり、次回の総合政策部会の中で回答させていただいたりしていきたいと考えております。","No","Yes",,"発言は『ご指摘いただいた点』について今後対応する意向を述べているが、環境基本計画の案が変更された具体的な箇所や内容への言及はないため、『変更の言及』には該当しない。"
